As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
27/Mar/2025,79.42,-1.10,-1.37
26/Mar/2025,80.52,-1.33,-1.62
25/Mar/2025,81.85,0.30,0.37
24/Mar/2025,81.55,2.40,3.03
21/Mar/2025,79.15,-0.97,-1.21
20/Mar/2025,80.12,1.52,1.93
19/Mar/2025,78.60,0.98,1.26
18/Mar/2025,77.62,-1.03,-1.31
17/Mar/2025,78.65,0.18,0.23
14/Mar/2025,78.47,1.06,1.37
13/Mar/2025,77.41,0.10,0.13
12/Mar/2025,77.31,1.76,2.33
11/Mar/2025,75.55,-0.51,-0.67
10/Mar/2025,76.06,-3.91,-4.89
07/Mar/2025,79.97,-1.40,-1.72
06/Mar/2025,81.37,-1.12,-1.36
05/Mar/2025,82.49,-1.12,-1.34
04/Mar/2025,83.61,-3.42,-3.93
03/Mar/2025,87.03,0.14,0.16
28/Feb/2025,86.89,-2.25,-2.52
27/Feb/2025,89.14,-0.83,-0.92
26/Feb/2025,89.97,1.04,1.17
25/Feb/2025,88.93,-2.28,-2.50
24/Feb/2025,91.21,-3.06,-3.25
21/Feb/2025,94.27,0.05,0.05
20/Feb/2025,94.22,-1.39,-1.45
19/Feb/2025,95.61,-0.58,-0.60
18/Feb/2025,96.19,0.33,0.34
17/Feb/2025,95.86,0.88,0.93
14/Feb/2025,94.98,-0.49,-0.51
13/Feb/2025,95.47,0.80,0.85
12/Feb/2025,94.67,-0.97,-1.01
11/Feb/2025,95.64,-0.26,-0.27
10/Feb/2025,95.90,0.25,0.26
07/Feb/2025,95.65,0.42,0.44
06/Feb/2025,95.23,1.92,2.06
05/Feb/2025,93.31,0.33,0.35
04/Feb/2025,92.98,0.44,0.48
03/Feb/2025,92.54,-2.07,-2.19
31/Jan/2025,94.61,1.69,1.82
30/Jan/2025,92.92,0.52,0.56
29/Jan/2025,92.40,1.75,1.93
28/Jan/2025,90.65,-0.07,-0.08
27/Jan/2025,90.72,-5.30,-5.52
24/Jan/2025,96.02,0.40,0.42
23/Jan/2025,95.62,-0.33,-0.34
22/Jan/2025,95.95,2.52,2.70
21/Jan/2025,93.43,0.29,0.31
20/Jan/2025,93.14,-0.59,-0.63
17/Jan/2025,93.73,0.02,0.02
16/Jan/2025,93.71,1.14,1.23
15/Jan/2025,92.57,1.26,1.38
14/Jan/2025,91.31,0.17,0.19
13/Jan/2025,91.14,-0.88,-0.96
10/Jan/2025,92.02,-0.94,-1.01
09/Jan/2025,92.96,-0.13,-0.14
08/Jan/2025,93.09,-0.78,-0.83
07/Jan/2025,93.87,-0.75,-0.79
06/Jan/2025,94.62,1.55,1.67
03/Jan/2025,93.07,0.62,0.67
02/Jan/2025,92.45,0.78,0.85
31/Dec/2024,91.67,0.89,0.98
30/Dec/2024,90.78,-1.60,-1.73
27/Dec/2024,92.38,-0.09,-0.10
23/Dec/2024,92.47,2.05,2.27
20/Dec/2024,90.42,-1.36,-1.48
19/Dec/2024,91.78,-2.20,-2.34
18/Dec/2024,93.98,0.28,0.30
17/Dec/2024,93.70,-0.65,-0.69
16/Dec/2024,94.35,0.49,0.52
13/Dec/2024,93.86,1.52,1.65
12/Dec/2024,92.34,0.18,0.20
11/Dec/2024,92.16,0.15,0.16
10/Dec/2024,92.01,-0.64,-0.69
09/Dec/2024,92.65,-0.06,-0.06
06/Dec/2024,92.71,0.30,0.32
05/Dec/2024,92.41,-0.16,-0.17
04/Dec/2024,92.57,1.92,2.12
03/Dec/2024,90.65,0.14,0.15
02/Dec/2024,90.51,1.62,1.82
29/Nov/2024,88.89,0.52,0.59
28/Nov/2024,88.37,-0.38,-0.43
27/Nov/2024,88.75,-1.27,-1.41
26/Nov/2024,90.02,-0.03,-0.03
25/Nov/2024,90.05,-0.71,-0.78
22/Nov/2024,90.76,2.02,2.28
21/Nov/2024,88.74,0.99,1.13
20/Nov/2024,87.75,0.87,1.00
19/Nov/2024,86.88,0.56,0.65
18/Nov/2024,86.32,-1.30,-1.48
15/Nov/2024,87.62,-1.45,-1.63
14/Nov/2024,89.07,0.00,0.00
13/Nov/2024,89.07,0.06,0.07
12/Nov/2024,89.01,0.90,1.02
11/Nov/2024,88.11,-0.05,-0.06
08/Nov/2024,88.16,1.12,1.29
07/Nov/2024,87.04,1.17,1.36
06/Nov/2024,85.87,2.78,3.35
05/Nov/2024,83.09,0.78,0.95
04/Nov/2024,82.31,-0.04,-0.05
31/Oct/2024,82.35,-3.20,-3.74
30/Oct/2024,85.55,-0.10,-0.12
29/Oct/2024,85.65,0.68,0.80
28/Oct/2024,84.97,-0.30,-0.35
25/Oct/2024,85.27,0.92,1.09
24/Oct/2024,84.35,-0.54,-0.64
23/Oct/2024,84.89,0.05,0.06
22/Oct/2024,84.84,0.08,0.09
21/Oct/2024,84.76,0.00,0.00
18/Oct/2024,84.76,-0.14,-0.16
17/Oct/2024,84.90,1.85,2.23
16/Oct/2024,83.05,-2.13,-2.50
15/Oct/2024,85.18,-0.35,-0.41
14/Oct/2024,85.53,1.67,1.99
11/Oct/2024,83.86,0.46,0.55
10/Oct/2024,83.40,0.67,0.81
09/Oct/2024,82.73,0.54,0.66
08/Oct/2024,82.19,0.73,0.90
07/Oct/2024,81.46,0.12,0.15
04/Oct/2024,81.34,0.62,0.77
03/Oct/2024,80.72,1.05,1.32
02/Oct/2024,79.67,-0.73,-0.91
01/Oct/2024,80.40,0.26,0.32
30/Sept/2024,80.14,-0.74,-0.91
27/Sept/2024,80.88,-1.05,-1.28
26/Sept/2024,81.93,1.61,2.00
25/Sept/2024,80.32,0.42,0.53
24/Sept/2024,79.90,0.03,0.04
23/Sept/2024,79.87,0.46,0.58
20/Sept/2024,79.41,-0.29,-0.36
19/Sept/2024,79.70,1.50,1.92
18/Sept/2024,78.20,-0.51,-0.65
17/Sept/2024,78.71,0.51,0.65
16/Sept/2024,78.20,-0.63,-0.80
13/Sept/2024,78.83,0.67,0.86
12/Sept/2024,78.16,2.08,2.73
11/Sept/2024,76.08,0.56,0.74
10/Sept/2024,75.52,0.91,1.22
09/Sept/2024,74.61,0.04,0.05
06/Sept/2024,74.57,-1.03,-1.36
05/Sept/2024,75.60,0.45,0.60
04/Sept/2024,75.15,-2.49,-3.21
03/Sept/2024,77.64,-1.21,-1.53
02/Sept/2024,78.85,0.12,0.15
30/Aug/2024,78.73,-0.11,-0.14
29/Aug/2024,78.84,0.94,1.21
28/Aug/2024,77.90,0.61,0.79
27/Aug/2024,77.29,-0.93,-1.19
26/Aug/2024,78.22,-0.43,-0.55
23/Aug/2024,78.65,-1.31,-1.64
22/Aug/2024,79.96,0.59,0.74
21/Aug/2024,79.37,-0.46,-0.58
20/Aug/2024,79.83,1.11,1.41
19/Aug/2024,78.72,-0.17,-0.22
16/Aug/2024,78.89,2.48,3.25
14/Aug/2024,76.41,0.11,0.14
13/Aug/2024,76.30,1.48,1.98
12/Aug/2024,74.82,0.57,0.77
09/Aug/2024,74.25,1.16,1.59
08/Aug/2024,73.09,-1.34,-1.80
07/Aug/2024,74.43,1.92,2.65
06/Aug/2024,72.51,2.05,2.91
05/Aug/2024,70.46,-3.23,-4.38
02/Aug/2024,73.69,-5.81,-7.31
01/Aug/2024,79.50,1.18,1.51
31/Jul/2024,78.32,0.97,1.25
30/Jul/2024,77.35,-1.10,-1.40
29/Jul/2024,78.45,1.06,1.37
26/Jul/2024,77.39,0.79,1.03
25/Jul/2024,76.60,-2.93,-3.68
24/Jul/2024,79.53,-1.90,-2.33
23/Jul/2024,81.43,1.07,1.33
22/Jul/2024,80.36,0.25,0.31
19/Jul/2024,80.11,-0.51,-0.63
18/Jul/2024,80.62,-0.79,-0.97
17/Jul/2024,81.41,-2.93,-3.47
16/Jul/2024,84.34,-0.33,-0.39
15/Jul/2024,84.67,0.24,0.28
12/Jul/2024,84.43,-1.36,-1.59
11/Jul/2024,85.79,-0.02,-0.02
10/Jul/2024,85.81,-0.20,-0.23
09/Jul/2024,86.01,0.60,0.70
08/Jul/2024,85.41,0.30,0.35
05/Jul/2024,85.11,0.25,0.29
04/Jul/2024,84.86,0.82,0.98
03/Jul/2024,84.04,0.46,0.55
02/Jul/2024,83.58,1.38,1.68
01/Jul/2024,82.20,-1.96,-2.33
28/Jun/2024,84.16,0.73,0.87
27/Jun/2024,83.43,-0.03,-0.04
26/Jun/2024,83.46,1.20,1.46
25/Jun/2024,82.26,-0.08,-0.10
24/Jun/2024,82.34,-0.62,-0.75
21/Jun/2024,82.96,-1.87,-2.20
20/Jun/2024,84.83,0.46,0.55
19/Jun/2024,84.37,0.26,0.31
18/Jun/2024,84.11,0.98,1.18
17/Jun/2024,83.13,-0.18,-0.22
14/Jun/2024,83.31,0.81,0.98
13/Jun/2024,82.50,1.16,1.43
12/Jun/2024,81.34,1.89,2.38
11/Jun/2024,79.45,0.45,0.57
10/Jun/2024,79.00,0.47,0.60
07/Jun/2024,78.53,0.64,0.82
06/Jun/2024,77.89,0.72,0.93
05/Jun/2024,77.17,1.27,1.67
04/Jun/2024,75.90,-0.44,-0.58
03/Jun/2024,76.34,0.60,0.79
31/May/2024,75.74,-1.60,-2.07
30/May/2024,77.34,-0.76,-0.97
29/May/2024,78.10,0.22,0.28
28/May/2024,77.88,0.09,0.12
27/May/2024,77.79,0.72,0.93
24/May/2024,77.07,-0.58,-0.75
23/May/2024,77.65,0.55,0.71
22/May/2024,77.10,0.74,0.97
21/May/2024,76.36,0.17,0.22
17/May/2024,76.19,-0.45,-0.59
16/May/2024,76.64,1.10,1.46
15/May/2024,75.54,1.14,1.53
14/May/2024,74.40,-0.10,-0.13
13/May/2024,74.50,-0.59,-0.79
10/May/2024,75.09,0.62,0.83
08/May/2024,74.47,0.11,0.15
07/May/2024,74.36,0.11,0.15
06/May/2024,74.25,0.74,1.01
03/May/2024,73.51,1.90,2.65
02/May/2024,71.61,-1.67,-2.28
30/Apr/2024,73.28,0.23,0.31
29/Apr/2024,73.05,0.13,0.18
26/Apr/2024,72.92,2.17,3.07
25/Apr/2024,70.75,-1.78,-2.45
24/Apr/2024,72.53,1.24,1.74
23/Apr/2024,71.29,0.77,1.09
22/Apr/2024,70.52,-0.97,-1.36
19/Apr/2024,71.49,-1.04,-1.43
18/Apr/2024,72.53,-1.78,-2.40
17/Apr/2024,74.31,-0.09,-0.12
16/Apr/2024,74.40,-1.93,-2.53
15/Apr/2024,76.33,-0.16,-0.21
12/Apr/2024,76.49,0.92,1.22
11/Apr/2024,75.57,0.32,0.43
10/Apr/2024,75.25,0.23,0.31
09/Apr/2024,75.02,-0.04,-0.05
08/Apr/2024,75.06,0.03,0.04
05/Apr/2024,75.03,-0.64,-0.85
04/Apr/2024,75.67,0.65,0.87
03/Apr/2024,75.02,0.14,0.19
02/Apr/2024,74.88,-0.76,-1.00
28/Mar/2024,75.64,0.35,0.46
27/Mar/2024,75.29,-0.88,-1.16
26/Mar/2024,76.17,0.03,0.04
25/Mar/2024,76.14,0.20,0.26
22/Mar/2024,75.94,-0.23,-0.30
21/Mar/2024,76.17,1.89,2.54
20/Mar/2024,74.28,1.01,1.38
19/Mar/2024,73.27,-1.07,-1.44
18/Mar/2024,74.34,0.49,0.66
15/Mar/2024,73.85,-0.71,-0.95
14/Mar/2024,74.56,0.10,0.13
13/Mar/2024,74.46,-0.45,-0.60
12/Mar/2024,74.91,0.93,1.26
11/Mar/2024,73.98,-2.43,-3.18
08/Mar/2024,76.41,1.02,1.35
07/Mar/2024,75.39,0.54,0.72
06/Mar/2024,74.85,0.16,0.21
05/Mar/2024,74.69,-1.14,-1.50
04/Mar/2024,75.83,0.72,0.96
01/Mar/2024,75.11,1.01,1.36
29/Feb/2024,74.10,0.56,0.76
28/Feb/2024,73.54,-0.54,-0.73
27/Feb/2024,74.08,0.10,0.14
26/Feb/2024,73.98,-0.27,-0.36
23/Feb/2024,74.25,0.47,0.64
22/Feb/2024,73.78,2.99,4.22
21/Feb/2024,70.79,-0.64,-0.90
20/Feb/2024,71.43,-1.82,-2.48
19/Feb/2024,73.25,-0.26,-0.35
16/Feb/2024,73.51,0.05,0.07
15/Feb/2024,73.46,-0.38,-0.51
14/Feb/2024,73.84,0.99,1.36
13/Feb/2024,72.85,-1.42,-1.91
12/Feb/2024,74.27,0.42,0.57
09/Feb/2024,73.85,0.62,0.85
08/Feb/2024,73.23,1.43,1.99
07/Feb/2024,71.80,0.16,0.22
06/Feb/2024,71.64,-0.38,-0.53
05/Feb/2024,72.02,1.17,1.65
02/Feb/2024,70.85,1.51,2.18
01/Feb/2024,69.34,0.42,0.61
31/Jan/2024,68.92,-1.53,-2.17
30/Jan/2024,70.45,0.41,0.59
29/Jan/2024,70.04,0.63,0.91
26/Jan/2024,69.41,-0.70,-1.00
25/Jan/2024,70.11,0.40,0.57
24/Jan/2024,69.71,0.74,1.07
23/Jan/2024,68.97,-0.14,-0.20
22/Jan/2024,69.11,1.61,2.39
19/Jan/2024,67.50,0.66,0.99
18/Jan/2024,66.84,1.77,2.72
17/Jan/2024,65.07,-0.69,-1.05
16/Jan/2024,65.76,0.36,0.55
15/Jan/2024,65.40,0.14,0.21
12/Jan/2024,65.26,0.06,0.09
11/Jan/2024,65.20,0.71,1.10
10/Jan/2024,64.49,0.58,0.91
09/Jan/2024,63.91,0.53,0.84
08/Jan/2024,63.38,1.06,1.70
05/Jan/2024,62.32,0.06,0.10
04/Jan/2024,62.26,-0.67,-1.06
03/Jan/2024,62.93,-0.64,-1.01
02/Jan/2024,63.57,-1.28,-1.97
29/Dec/2023,64.85,0.20,0.31
28/Dec/2023,64.65,0.07,0.11
27/Dec/2023,64.58,0.06,0.09
22/Dec/2023,64.52,0.23,0.36
21/Dec/2023,64.29,-0.46,-0.71
20/Dec/2023,64.75,0.06,0.09
19/Dec/2023,64.69,0.08,0.12
18/Dec/2023,64.61,0.16,0.25
15/Dec/2023,64.45,0.29,0.45
14/Dec/2023,64.16,-0.23,-0.36
13/Dec/2023,64.39,0.42,0.66
12/Dec/2023,63.97,0.19,0.30
11/Dec/2023,63.78,0.62,0.98
08/Dec/2023,63.16,0.74,1.19
07/Dec/2023,62.42,-0.40,-0.64
06/Dec/2023,62.82,0.73,1.18
05/Dec/2023,62.09,-0.03,-0.05
04/Dec/2023,62.12,-0.18,-0.29
01/Dec/2023,62.30,-0.11,-0.18
30/Nov/2023,62.41,-0.12,-0.19
29/Nov/2023,62.53,1.06,1.72
28/Nov/2023,61.47,-0.47,-0.76
27/Nov/2023,61.94,0.02,0.03
24/Nov/2023,61.92,-0.27,-0.43
23/Nov/2023,62.19,-0.21,-0.34
22/Nov/2023,62.40,0.56,0.91
21/Nov/2023,61.84,0.01,0.02
20/Nov/2023,61.83,0.10,0.16
17/Nov/2023,61.73,0.13,0.21
16/Nov/2023,61.60,-0.08,-0.13
15/Nov/2023,61.68,0.22,0.36
14/Nov/2023,61.46,0.73,1.20
13/Nov/2023,60.73,0.35,0.58
10/Nov/2023,60.38,0.13,0.22
09/Nov/2023,60.25,0.31,0.52
08/Nov/2023,59.94,0.42,0.71
07/Nov/2023,59.52,0.82,1.40
06/Nov/2023,58.70,0.28,0.48
03/Nov/2023,58.42,0.29,0.50
02/Nov/2023,58.13,2.17,3.88
31/Oct/2023,55.96,0.53,0.96
30/Oct/2023,55.43,-0.07,-0.13
27/Oct/2023,55.50,-0.34,-0.61
26/Oct/2023,55.84,-1.16,-2.04
25/Oct/2023,57.00,-0.21,-0.37
24/Oct/2023,57.21,0.88,1.56
23/Oct/2023,56.33,-1.00,-1.74
20/Oct/2023,57.33,-0.90,-1.55
19/Oct/2023,58.23,-0.61,-1.04
18/Oct/2023,58.84,0.20,0.34
17/Oct/2023,58.64,-0.78,-1.31
16/Oct/2023,59.42,-0.78,-1.30
13/Oct/2023,60.20,-0.18,-0.30
12/Oct/2023,60.38,0.82,1.38
11/Oct/2023,59.56,0.15,0.25
10/Oct/2023,59.41,0.64,1.09
09/Oct/2023,58.77,0.86,1.49
06/Oct/2023,57.91,0.03,0.05
05/Oct/2023,57.88,0.13,0.23
04/Oct/2023,57.75,-0.85,-1.45
03/Oct/2023,58.60,0.30,0.51
02/Oct/2023,58.30,-0.08,-0.14
29/Sept/2023,58.38,1.22,2.13
28/Sept/2023,57.16,-0.23,-0.40
27/Sept/2023,57.39,0.42,0.74
26/Sept/2023,56.97,-0.46,-0.80
25/Sept/2023,57.43,0.10,0.17
22/Sept/2023,57.33,0.02,0.03
21/Sept/2023,57.31,-1.58,-2.68
20/Sept/2023,58.89,0.41,0.70
19/Sept/2023,58.48,-0.60,-1.02
18/Sept/2023,59.08,-0.53,-0.89
15/Sept/2023,59.61,-0.36,-0.60
14/Sept/2023,59.97,0.52,0.87
13/Sept/2023,59.45,-0.57,-0.95
12/Sept/2023,60.02,0.19,0.32
11/Sept/2023,59.83,-0.24,-0.40
08/Sept/2023,60.07,0.35,0.59
07/Sept/2023,59.72,-1.39,-2.27
06/Sept/2023,61.11,0.43,0.71
05/Sept/2023,60.68,-0.02,-0.03
04/Sept/2023,60.70,0.18,0.30
01/Sept/2023,60.52,0.12,0.20
31/Aug/2023,60.40,1.16,1.96
30/Aug/2023,59.24,0.70,1.20
29/Aug/2023,58.54,0.38,0.65
28/Aug/2023,58.16,0.21,0.36
25/Aug/2023,57.95,-1.04,-1.76
24/Aug/2023,58.99,0.67,1.15
23/Aug/2023,58.32,0.39,0.67
22/Aug/2023,57.93,0.82,1.44
21/Aug/2023,57.11,1.22,2.18
18/Aug/2023,55.89,-1.05,-1.84
17/Aug/2023,56.94,-0.99,-1.71
16/Aug/2023,57.93,0.08,0.14
14/Aug/2023,57.85,0.45,0.78
11/Aug/2023,57.40,-1.13,-1.93
10/Aug/2023,58.53,0.09,0.15
09/Aug/2023,58.44,-0.40,-0.68
08/Aug/2023,58.84,-0.20,-0.34
07/Aug/2023,59.04,-0.04,-0.07
04/Aug/2023,59.08,-0.45,-0.76
03/Aug/2023,59.53,-0.50,-0.83
02/Aug/2023,60.03,-0.52,-0.86
01/Aug/2023,60.55,0.08,0.13
31/Jul/2023,60.47,0.08,0.13
28/Jul/2023,60.39,-0.48,-0.79
27/Jul/2023,60.87,1.38,2.32
26/Jul/2023,59.49,-0.44,-0.73
25/Jul/2023,59.93,0.99,1.68
24/Jul/2023,58.94,-0.38,-0.64
21/Jul/2023,59.32,-0.57,-0.95
20/Jul/2023,59.89,-0.68,-1.12
19/Jul/2023,60.57,0.91,1.53
18/Jul/2023,59.66,0.22,0.37
17/Jul/2023,59.44,-0.46,-0.77
14/Jul/2023,59.90,0.72,1.22
13/Jul/2023,59.18,0.38,0.65
12/Jul/2023,58.80,0.71,1.22
11/Jul/2023,58.09,0.37,0.64
10/Jul/2023,57.72,-0.88,-1.50
07/Jul/2023,58.60,0.24,0.41
06/Jul/2023,58.36,-0.90,-1.52
05/Jul/2023,59.26,-0.05,-0.08
04/Jul/2023,59.31,0.12,0.20
03/Jul/2023,59.19,0.23,0.39
30/Jun/2023,58.96,0.52,0.89
29/Jun/2023,58.44,0.44,0.76
28/Jun/2023,58.00,0.80,1.40
27/Jun/2023,57.20,-0.98,-1.68
26/Jun/2023,58.18,0.55,0.95
22/Jun/2023,57.63,-0.62,-1.06
21/Jun/2023,58.25,-0.62,-1.05
20/Jun/2023,58.87,-0.14,-0.24
19/Jun/2023,59.01,-0.21,-0.35
16/Jun/2023,59.22,0.28,0.48
15/Jun/2023,58.94,-0.15,-0.25
14/Jun/2023,59.09,-0.05,-0.08
13/Jun/2023,59.14,0.78,1.34
12/Jun/2023,58.36,0.20,0.34
09/Jun/2023,58.16,1.20,2.11
08/Jun/2023,56.96,-1.28,-2.20
07/Jun/2023,58.24,0.05,0.09
06/Jun/2023,58.19,0.22,0.38
05/Jun/2023,57.97,0.36,0.62
02/Jun/2023,57.61,0.71,1.25
01/Jun/2023,56.90,-0.51,-0.89
31/May/2023,57.41,-0.30,-0.52
30/May/2023,57.71,1.25,2.21
26/May/2023,56.46,1.21,2.19
25/May/2023,55.25,1.90,3.56
24/May/2023,53.35,-1.15,-2.11
23/May/2023,54.50,-0.04,-0.07
22/May/2023,54.54,0.20,0.37
19/May/2023,54.34,1.94,3.70
17/May/2023,52.40,0.22,0.42
16/May/2023,52.18,0.62,1.20
15/May/2023,51.56,-0.17,-0.33
12/May/2023,51.73,0.33,0.64
11/May/2023,51.40,0.27,0.53
10/May/2023,51.13,0.71,1.41
08/May/2023,50.42,0.10,0.20
05/May/2023,50.32,0.49,0.98
04/May/2023,49.83,-0.26,-0.52
03/May/2023,50.09,-0.82,-1.61
02/May/2023,50.91,0.64,1.27
28/Apr/2023,50.27,0.66,1.33
27/Apr/2023,49.61,-0.04,-0.08
26/Apr/2023,49.65,-0.48,-0.96
25/Apr/2023,50.13,-0.67,-1.32
24/Apr/2023,50.80,-0.02,-0.04
21/Apr/2023,50.82,-0.36,-0.70
20/Apr/2023,51.18,0.00,0.00
19/Apr/2023,51.18,-0.75,-1.44
18/Apr/2023,51.93,0.34,0.66
17/Apr/2023,51.59,-0.05,-0.10
14/Apr/2023,51.64,0.81,1.59
13/Apr/2023,50.83,-0.40,-0.78
12/Apr/2023,51.23,-0.44,-0.85
11/Apr/2023,51.67,0.64,1.25
06/Apr/2023,51.03,-0.49,-0.95
05/Apr/2023,51.52,-1.04,-1.98
04/Apr/2023,52.56,0.06,0.11
03/Apr/2023,52.50,0.12,0.23
31/Mar/2023,52.38,0.35,0.67
30/Mar/2023,52.03,0.52,1.01
29/Mar/2023,51.51,0.81,1.60
28/Mar/2023,50.70,-1.01,-1.95
27/Mar/2023,51.71,0.27,0.52
24/Mar/2023,51.44,-0.49,-0.94
23/Mar/2023,51.93,0.23,0.44
22/Mar/2023,51.70,0.63,1.23
21/Mar/2023,51.07,0.11,0.22
20/Mar/2023,50.96,-0.41,-0.80
17/Mar/2023,51.37,0.37,0.73
16/Mar/2023,51.00,0.73,1.45
15/Mar/2023,50.27,0.19,0.38
14/Mar/2023,50.08,0.91,1.85
13/Mar/2023,49.17,-0.34,-0.69
10/Mar/2023,49.51,-2.61,-5.01
09/Mar/2023,52.12,0.45,0.87
08/Mar/2023,51.67,-0.22,-0.42
07/Mar/2023,51.89,-0.06,-0.12
06/Mar/2023,51.95,0.48,0.93
03/Mar/2023,51.47,1.25,2.49
02/Mar/2023,50.22,-0.44,-0.87
01/Mar/2023,50.66,0.06,0.12
28/Feb/2023,50.60,-0.43,-0.84
27/Feb/2023,51.03,0.39,0.77
24/Feb/2023,50.64,-0.73,-1.42
23/Feb/2023,51.37,0.99,1.97
22/Feb/2023,50.38,-0.55,-1.08
21/Feb/2023,50.93,-0.46,-0.90
20/Feb/2023,51.39,-0.11,-0.21
17/Feb/2023,51.50,-1.06,-2.02
16/Feb/2023,52.56,0.19,0.36
15/Feb/2023,52.37,0.27,0.52
14/Feb/2023,52.10,0.39,0.75
13/Feb/2023,51.71,0.32,0.62
10/Feb/2023,51.39,-1.07,-2.04
09/Feb/2023,52.46,-0.06,-0.11
08/Feb/2023,52.52,0.75,1.45
07/Feb/2023,51.77,0.02,0.04
06/Feb/2023,51.75,-0.39,-0.75
03/Feb/2023,52.14,0.27,0.52
02/Feb/2023,51.87,2.13,4.28
01/Feb/2023,49.74,0.67,1.37
31/Jan/2023,49.07,-0.39,-0.79
30/Jan/2023,49.46,-0.39,-0.78
27/Jan/2023,49.85,0.68,1.38
26/Jan/2023,49.17,1.46,3.06
25/Jan/2023,47.71,-1.40,-2.85
24/Jan/2023,49.11,0.46,0.95
23/Jan/2023,48.65,1.25,2.64
20/Jan/2023,47.40,0.14,0.30
19/Jan/2023,47.26,-1.06,-2.19
18/Jan/2023,48.32,0.59,1.24
17/Jan/2023,47.73,-0.03,-0.06
16/Jan/2023,47.76,0.55,1.17
13/Jan/2023,47.21,0.38,0.81
12/Jan/2023,46.83,0.03,0.06
11/Jan/2023,46.80,0.32,0.69
10/Jan/2023,46.48,-0.28,-0.60
09/Jan/2023,46.76,1.54,3.41
06/Jan/2023,45.22,-0.44,-0.96
05/Jan/2023,45.66,-0.05,-0.11
04/Jan/2023,45.71,0.04,0.09
03/Jan/2023,45.67,0.49,1.08
02/Jan/2023,45.18,0.35,0.78
30/Dec/2022,44.83,-0.32,-0.71
29/Dec/2022,45.15,0.23,0.51
28/Dec/2022,44.92,0.07,0.16
27/Dec/2022,44.85,-0.05,-0.11
23/Dec/2022,44.90,-0.90,-1.97
22/Dec/2022,45.80,-0.46,-0.99
21/Dec/2022,46.26,0.37,0.81
20/Dec/2022,45.89,-0.50,-1.08
19/Dec/2022,46.39,-0.77,-1.63
16/Dec/2022,47.16,-0.28,-0.59
15/Dec/2022,47.44,-2.03,-4.10
14/Dec/2022,49.47,-0.90,-1.79
13/Dec/2022,50.37,1.85,3.81
12/Dec/2022,48.52,-0.05,-0.10
09/Dec/2022,48.57,0.33,0.68
08/Dec/2022,48.24,0.62,1.30
07/Dec/2022,47.62,-0.77,-1.59
06/Dec/2022,48.39,-1.14,-2.30
05/Dec/2022,49.53,-0.28,-0.56
02/Dec/2022,49.81,-0.74,-1.46
01/Dec/2022,50.55,1.90,3.91
30/Nov/2022,48.65,-0.25,-0.51
29/Nov/2022,48.90,-0.32,-0.65
28/Nov/2022,49.22,-0.49,-0.99
25/Nov/2022,49.71,-0.08,-0.16
24/Nov/2022,49.79,-0.06,-0.12
23/Nov/2022,49.85,0.92,1.88
22/Nov/2022,48.93,-0.62,-1.25
21/Nov/2022,49.55,-0.22,-0.44
18/Nov/2022,49.77,0.59,1.20
17/Nov/2022,49.18,-0.81,-1.62
16/Nov/2022,49.99,-1.02,-2.00
15/Nov/2022,51.01,1.11,2.22
14/Nov/2022,49.90,0.03,0.06
11/Nov/2022,49.87,0.78,1.59
10/Nov/2022,49.09,1.79,3.78
09/Nov/2022,47.30,-0.56,-1.17
08/Nov/2022,47.86,0.76,1.61
07/Nov/2022,47.10,-0.60,-1.26
04/Nov/2022,47.70,-0.92,-1.89
03/Nov/2022,48.62,-1.28,-2.57
02/Nov/2022,49.90,-0.47,-0.93
31/Oct/2022,50.37,0.60,1.21
28/Oct/2022,49.77,0.10,0.20
27/Oct/2022,49.67,-0.50,-1.00
26/Oct/2022,50.17,-0.55,-1.08
25/Oct/2022,50.72,0.79,1.58
24/Oct/2022,49.93,0.34,0.69
21/Oct/2022,49.59,-0.28,-0.56
20/Oct/2022,49.87,0.38,0.77
19/Oct/2022,49.49,-0.58,-1.16
18/Oct/2022,50.07,0.76,1.54
17/Oct/2022,49.31,-0.32,-0.64
14/Oct/2022,49.63,2.00,4.20
13/Oct/2022,47.63,-1.44,-2.93
12/Oct/2022,49.07,0.11,0.22
11/Oct/2022,48.96,-1.39,-2.76
10/Oct/2022,50.35,-1.18,-2.29
07/Oct/2022,51.53,-1.83,-3.43
06/Oct/2022,53.36,0.94,1.79
05/Oct/2022,52.42,0.20,0.38
04/Oct/2022,52.22,1.64,3.24
03/Oct/2022,50.58,-0.46,-0.90
30/Sept/2022,51.04,-0.27,-0.53
29/Sept/2022,51.31,-1.03,-1.97
28/Sept/2022,52.34,-0.79,-1.49
27/Sept/2022,53.13,0.28,0.53
26/Sept/2022,52.85,1.09,2.11
23/Sept/2022,51.76,-1.01,-1.91
22/Sept/2022,52.77,-1.39,-2.57
21/Sept/2022,54.16,0.48,0.89
20/Sept/2022,53.68,-0.10,-0.19
19/Sept/2022,53.78,0.55,1.03
16/Sept/2022,53.23,-1.96,-3.55
15/Sept/2022,55.19,0.24,0.44
14/Sept/2022,54.95,-0.54,-0.97
13/Sept/2022,55.49,-1.14,-2.01
12/Sept/2022,56.63,0.59,1.05
09/Sept/2022,56.04,1.02,1.85
08/Sept/2022,55.02,0.56,1.03
07/Sept/2022,54.46,-0.03,-0.06
