As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
24-Apr-06,10.39,-0.23,-2.17
21-Apr-06,10.62,0.05,0.47
20-Apr-06,10.57,0.03,0.28
19-Apr-06,10.54,0.11,1.05
18-Apr-06,10.43,-0.10,-0.95
13-Apr-06,10.53,0.05,0.48
12-Apr-06,10.48,-0.08,-0.76
11-Apr-06,10.56,-0.02,-0.19
10-Apr-06,10.58,-0.10,-0.94
07-Apr-06,10.68,0.17,1.62
06-Apr-06,10.51,-0.02,-0.19
05-Apr-06,10.53,-0.05,-0.47
04-Apr-06,10.58,-0.13,-1.21
03-Apr-06,10.71,0.04,0.37
31-Mar-06,10.67,-0.02,-0.19
30-Mar-06,10.69,0.15,1.42
29-Mar-06,10.54,-0.02,-0.19
28-Mar-06,10.56,-0.07,-0.66
27-Mar-06,10.63,-0.01,-0.09
24-Mar-06,10.64,0.09,0.85
23-Mar-06,10.55,0.05,0.48
22-Mar-06,10.50,-0.06,-0.57
21-Mar-06,10.56,0.04,0.38
20-Mar-06,10.52,0.14,1.35
17-Mar-06,10.38,-0.20,-1.89
16-Mar-06,10.58,-0.04,-0.38
15-Mar-06,10.62,0.02,0.19
14-Mar-06,10.60,0.00,0.00
13-Mar-06,10.60,0.13,1.24
10-Mar-06,10.47,-0.16,-1.51
09-Mar-06,10.63,0.04,0.38
08-Mar-06,10.59,-0.02,-0.19
07-Mar-06,10.61,-0.06,-0.56
06-Mar-06,10.67,-0.02,-0.19
03-Mar-06,10.69,-0.11,-1.02
02-Mar-06,10.80,0.09,0.84
01-Mar-06,10.71,-0.07,-0.65
28-Feb-06,10.78,0.02,0.19
27-Feb-06,10.76,0.11,1.03
24-Feb-06,10.65,0.04,0.38
23-Feb-06,10.61,0.03,0.28
22-Feb-06,10.58,-0.10,-0.94
21-Feb-06,10.68,0.00,0.00
20-Feb-06,10.68,-0.13,-1.20
17-Feb-06,10.81,-0.04,-0.37
16-Feb-06,10.85,0.12,1.12
15-Feb-06,10.73,0.05,0.47
14-Feb-06,10.68,0.00,0.00
13-Feb-06,10.68,0.06,0.56
10-Feb-06,10.62,-0.13,-1.21
09-Feb-06,10.75,0.17,1.61
08-Feb-06,10.58,0.09,0.86
07-Feb-06,10.49,0.00,0.00
06-Feb-06,10.49,0.09,0.87
03-Feb-06,10.40,-0.25,-2.35
02-Feb-06,10.65,0.17,1.62
01-Feb-06,10.48,-0.07,-0.66
31-Jan-06,10.55,-0.04,-0.38
30-Jan-06,10.59,0.10,0.95
27-Jan-06,10.49,0.16,1.55
26-Jan-06,10.33,0.05,0.49
25-Jan-06,10.28,-0.01,-0.10
24-Jan-06,10.29,0.07,0.68
23-Jan-06,10.22,-0.35,-3.31
20-Jan-06,10.57,-0.01,-0.09
19-Jan-06,10.58,0.19,1.83
18-Jan-06,10.39,-0.17,-1.61
17-Jan-06,10.56,-0.04,-0.38
16-Jan-06,10.60,-0.05,-0.47
13-Jan-06,10.65,0.05,0.47
12-Jan-06,10.60,-0.03,-0.28
11-Jan-06,10.63,0.05,0.47
10-Jan-06,10.58,-0.13,-1.21
09-Jan-06,10.71,0.16,1.52
06-Jan-06,10.55,0.13,1.25
05-Jan-06,10.42,0.08,0.77
04-Jan-06,10.34,0.00,0.00
03-Jan-06,10.34,-0.01,-0.10
02-Jan-06,10.35,-0.01,-0.10
30-Dec-05,10.36,-0.10,-0.96
29-Dec-05,10.46,0.05,0.48
28-Dec-05,10.41,-0.19,-1.79
27-Dec-05,10.60,0.04,0.38
23-Dec-05,10.56,0.01,0.09
22-Dec-05,10.55,0.15,1.44
21-Dec-05,10.40,0.12,1.17
20-Dec-05,10.28,-0.08,-0.77
19-Dec-05,10.36,-0.10,-0.96
16-Dec-05,10.46,0.01,0.10
15-Dec-05,10.45,-0.05,-0.48
14-Dec-05,10.50,-0.04,-0.38
13-Dec-05,10.54,-0.06,-0.57
12-Dec-05,10.60,0.03,0.28
09-Dec-05,10.57,-0.05,-0.47
08-Dec-05,10.62,-0.13,-1.21
07-Dec-05,10.75,0.02,0.19
06-Dec-05,10.73,-0.03,-0.28
05-Dec-05,10.76,-0.04,-0.37
02-Dec-05,10.80,0.15,1.41
01-Dec-05,10.65,0.18,1.72
30-Nov-05,10.47,-0.03,-0.29
29-Nov-05,10.50,-0.10,-0.94
28-Nov-05,10.60,-0.05,-0.47
25-Nov-05,10.65,0.07,0.66
24-Nov-05,10.58,-0.03,-0.28
23-Nov-05,10.61,0.08,0.76
22-Nov-05,10.53,0.13,1.25
21-Nov-05,10.40,-0.12,-1.14
18-Nov-05,10.52,0.20,1.94
17-Nov-05,10.32,0.04,0.39
16-Nov-05,10.28,-0.06,-0.58
15-Nov-05,10.34,0.07,0.68
14-Nov-05,10.27,-0.04,-0.39
11-Nov-05,10.31,0.21,2.08
10-Nov-05,10.10,0.02,0.20
09-Nov-05,10.08,-0.02,-0.20
08-Nov-05,10.10,0.09,0.90
07-Nov-05,10.01,0.08,0.81
04-Nov-05,9.93,0.16,1.64
03-Nov-05,9.77,0.15,1.56
02-Nov-05,9.62,0.03,0.31
31-Oct-05,9.59,0.23,2.46
28-Oct-05,9.36,-0.10,-1.06
27-Oct-05,9.46,-0.14,-1.46
26-Oct-05,9.60,-0.03,-0.31
25-Oct-05,9.63,-0.01,-0.10
24-Oct-05,9.64,0.10,1.05
21-Oct-05,9.54,-0.07,-0.73
20-Oct-05,9.61,0.21,2.23
19-Oct-05,9.40,-0.12,-1.26
18-Oct-05,9.52,0.05,0.53
17-Oct-05,9.47,0.04,0.42
14-Oct-05,9.43,0.03,0.32
13-Oct-05,9.40,-0.11,-1.16
12-Oct-05,9.51,-0.04,-0.42
11-Oct-05,9.55,0.07,0.74
10-Oct-05,9.48,-0.04,-0.42
07-Oct-05,9.52,-0.11,-1.14
06-Oct-05,9.63,-0.18,-1.83
05-Oct-05,9.81,-0.10,-1.01
04-Oct-05,9.91,-0.03,-0.30
03-Oct-05,9.94,0.17,1.74
30-Sep-05,9.77,0.18,1.88
29-Sep-05,9.59,-0.09,-0.93
28-Sep-05,9.68,0.04,0.41
27-Sep-05,9.64,0.02,0.21
26-Sep-05,9.62,0.14,1.48
23-Sep-05,9.48,0.06,0.64
22-Sep-05,9.42,-0.09,-0.95
21-Sep-05,9.51,-0.17,-1.76
20-Sep-05,9.68,-0.01,-0.10
19-Sep-05,9.69,0.08,0.83
16-Sep-05,9.61,-0.04,-0.41
15-Sep-05,9.65,-0.05,-0.52
14-Sep-05,9.70,-0.02,-0.21
13-Sep-05,9.72,-0.04,-0.41
12-Sep-05,9.76,0.20,2.09
09-Sep-05,9.56,0.08,0.84
08-Sep-05,9.48,0.03,0.32
07-Sep-05,9.45,0.06,0.64
06-Sep-05,9.39,0.11,1.19
05-Sep-05,9.28,-0.02,-0.22
02-Sep-05,9.30,-0.13,-1.38
01-Sep-05,9.43,-0.04,-0.42
31-Aug-05,9.47,0.02,0.21
30-Aug-05,9.45,0.12,1.29
29-Aug-05,9.33,-0.02,-0.21
26-Aug-05,9.35,-0.03,-0.32
25-Aug-05,9.38,-0.08,-0.85
24-Aug-05,9.46,-0.01,-0.11
23-Aug-05,9.47,-0.07,-0.73
22-Aug-05,9.54,-0.02,-0.21
19-Aug-05,9.56,0.03,0.31
18-Aug-05,9.53,0.05,0.53
17-Aug-05,9.48,-0.02,-0.21
16-Aug-05,9.50,0.12,1.28
12-Aug-05,9.38,-0.06,-0.64
11-Aug-05,9.44,-0.16,-1.67
10-Aug-05,9.60,-0.02,-0.21
09-Aug-05,9.62,-0.02,-0.21
08-Aug-05,9.64,-0.04,-0.41
05-Aug-05,9.68,-0.09,-0.92
04-Aug-05,9.77,-0.05,-0.51
03-Aug-05,9.82,-0.04,-0.41
02-Aug-05,9.86,0.05,0.51
01-Aug-05,9.81,-0.11,-1.11
29-Jul-05,9.92,0.01,0.10
28-Jul-05,9.91,0.01,0.10
27-Jul-05,9.90,-0.07,-0.70
26-Jul-05,9.97,0.04,0.40
25-Jul-05,9.93,0.08,0.81
22-Jul-05,9.85,-0.02,-0.20
21-Jul-05,9.87,0.07,0.71
20-Jul-05,9.80,-0.13,-1.31
19-Jul-05,9.93,0.14,1.43
18-Jul-05,9.79,0.01,0.10
15-Jul-05,9.78,-0.06,-0.61
14-Jul-05,9.84,0.14,1.44
13-Jul-05,9.70,0.04,0.41
12-Jul-05,9.66,-0.07,-0.72
11-Jul-05,9.73,0.19,1.99
08-Jul-05,9.54,0.26,2.80
07-Jul-05,9.28,-0.25,-2.62
06-Jul-05,9.53,0.15,1.60
05-Jul-05,9.38,0.04,0.43
04-Jul-05,9.34,0.06,0.65
01-Jul-05,9.28,0.00,0.00
